district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Ampara,2022,6,June,602.74,577.17,95.76,30
Ampara,2022,7,July,583.47,506.53,86.81,31
Ampara,2022,8,August,646.76,620.33,95.91,31
Ampara,2022,9,September,669.73,659.95,98.54,30
Ampara,2022,10,October,557.17,482.99,86.69,31
Ampara,2022,11,November,500.03,403.61,80.72,30
Ampara,2022,12,December,453.9,343.71,75.72,31
Ampara,2023,1,January,544.22,500.96,92.05,31
Ampara,2023,2,February,528.59,471.0,89.1,28
Ampara,2023,3,March,652.18,631.81,96.88,31
Ampara,2023,4,April,678.1,664.2,97.95,30
Ampara,2023,5,May,637.71,594.66,93.25,31
Ampara,2023,6,June,647.35,647.35,100.0,30
Ampara,2023,7,July,619.32,570.43,92.11,31
Ampara,2023,8,August,712.54,712.54,100.0,31
Ampara,2023,9,September,599.03,559.46,93.39,30
Ampara,2023,10,October,569.77,535.55,93.99,31
Ampara,2023,11,November,464.4,311.42,67.06,30
Ampara,2023,12,December,446.44,283.18,63.43,31
Ampara,2024,1,January,518.86,449.06,86.55,31
Ampara,2024,2,February,616.93,602.18,97.61,29
Ampara,2024,3,March,704.68,704.68,100.0,31
Ampara,2024,4,April,687.18,661.86,96.32,30
Ampara,2024,5,May,616.66,564.0,91.46,31
Ampara,2024,6,June,161.92,146.97,90.77,8
Anuradhapura,2010,1,January,513.72,397.42,77.36,31
Anuradhapura,2010,2,February,558.57,509.74,91.26,28
Anuradhapura,2010,3,March,695.98,681.28,97.89,31
Anuradhapura,2010,4,April,628.98,628.98,100.0,30
Anuradhapura,2010,5,May,570.41,504.47,88.44,31
Anuradhapura,2010,6,June,548.56,495.5,90.33,30
Anuradhapura,2010,7,July,581.9,516.19,88.71,31
Anuradhapura,2010,8,August,557.05,504.54,90.57,31
Anuradhapura,2010,9,September,557.06,482.9,86.69,30
Anuradhapura,2010,10,October,553.18,477.15,86.26,31
Anuradhapura,2010,11,November,412.94,242.2,58.65,30
Anuradhapura,2010,12,December,327.27,158.03,48.29,31
Anuradhapura,2011,1,January,348.74,132.82,38.09,31
Anuradhapura,2011,2,February,421.05,344.22,81.75,28
Anuradhapura,2011,3,March,654.73,642.89,98.19,31
Anuradhapura,2011,4,April,589.66,528.35,89.6,30
Anuradhapura,2011,5,May,659.37,659.37,100.0,31
Anuradhapura,2011,6,June,616.22,601.91,97.68,30
Anuradhapura,2011,7,July,591.45,562.96,95.18,31
Anuradhapura,2011,8,August,592.5,564.47,95.27,31
Anuradhapura,2011,9,September,610.7,610.7,100.0,30
Anuradhapura,2011,10,October,532.54,446.68,83.88,31
Anuradhapura,2011,11,November,444.93,255.8,57.49,30
Anuradhapura,2011,12,December,441.15,264.82,60.03,31
Anuradhapura,2012,1,January,565.32,514.17,90.95,31
Anuradhapura,2012,2,February,514.49,410.46,79.78,29
Anuradhapura,2012,3,March,697.82,697.82,100.0,31
Anuradhapura,2012,4,April,584.54,548.35,93.81,30
Anuradhapura,2012,5,May,695.99,695.99,100.0,31
Anuradhapura,2012,6,June,599.83,585.54,97.62,30
Anuradhapura,2012,7,July,645.35,632.75,98.05,31
Anuradhapura,2012,8,August,638.46,638.46,100.0,31
Anuradhapura,2012,9,September,615.5,615.5,100.0,30
Anuradhapura,2012,10,October,503.2,393.5,78.2,31
Anuradhapura,2012,11,November,460.21,330.73,71.87,30
Anuradhapura,2012,12,December,398.48,197.97,49.68,31
Anuradhapura,2013,1,January,444.11,295.14,66.46,31
Anuradhapura,2013,2,February,492.65,429.35,87.15,28
Anuradhapura,2013,3,March,638.52,633.49,99.21,31
Anuradhapura,2013,4,April,638.49,627.25,98.24,30
Anuradhapura,2013,5,May,600.97,572.9,95.33,31
Anuradhapura,2013,6,June,539.03,473.13,87.77,30
Anuradhapura,2013,7,July,595.96,595.96,100.0,31
Anuradhapura,2013,8,August,632.81,605.05,95.61,31
Anuradhapura,2013,9,September,566.44,499.28,88.14,30
Anuradhapura,2013,10,October,596.22,570.28,95.65,31
Anuradhapura,2013,11,November,479.06,366.18,76.44,30
Anuradhapura,2013,12,December,395.96,144.94,36.6,31
Anuradhapura,2014,1,January,407.22,215.72,52.97,31
Anuradhapura,2014,2,February,562.44,547.79,97.4,28
Anuradhapura,2014,3,March,692.43,677.78,97.88,31
Anuradhapura,2014,4,April,652.69,652.69,100.0,30
Anuradhapura,2014,5,May,598.51,558.91,93.38,31
Anuradhapura,2014,6,June,630.15,616.97,97.91,30
Anuradhapura,2014,7,July,648.35,634.6,97.88,31
Anuradhapura,2014,8,August,607.65,596.32,98.14,31
Anuradhapura,2014,9,September,602.48,587.59,97.53,30
Anuradhapura,2014,10,October,518.51,438.55,84.58,31
Anuradhapura,2014,11,November,375.5,204.26,54.4,30
Anuradhapura,2014,12,December,323.66,101.2,31.27,31
Anuradhapura,2015,1,January,532.2,438.23,82.34,31
Anuradhapura,2015,2,February,489.2,354.51,72.47,28
Anuradhapura,2015,3,March,677.66,650.27,95.96,31
Anuradhapura,2015,4,April,627.53,614.54,97.93,30
Anuradhapura,2015,5,May,577.74,569.82,98.63,31
Anuradhapura,2015,6,June,581.85,567.7,97.57,30
Anuradhapura,2015,7,July,614.18,572.04,93.14,31
Anuradhapura,2015,8,August,662.21,662.21,100.0,31
Anuradhapura,2015,9,September,565.34,507.4,89.75,30
Anuradhapura,2015,10,October,491.45,406.98,82.81,31
Anuradhapura,2015,11,November,389.87,216.51,55.53,30
Anuradhapura,2015,12,December,418.38,191.96,45.88,31
Anuradhapura,2016,1,January,521.64,388.07,74.39,31
Anuradhapura,2016,2,February,561.41,534.12,95.14,29
Anuradhapura,2016,3,March,705.26,705.26,100.0,31
Anuradhapura,2016,4,April,674.08,674.08,100.0,30
Anuradhapura,2016,5,May,527.86,468.51,88.76,31
Anuradhapura,2016,6,June,569.27,555.33,97.55,30
Anuradhapura,2016,7,July,627.32,598.23,95.36,31
Anuradhapura,2016,8,August,654.2,640.98,97.98,31
Anuradhapura,2016,9,September,630.93,618.44,98.02,30
Anuradhapura,2016,10,October,626.97,599.89,95.68,31
Anuradhapura,2016,11,November,435.46,247.09,56.74,30
Anuradhapura,2016,12,December,512.54,400.27,78.1,31
Anuradhapura,2017,1,January,526.95,423.07,80.29,31
Anuradhapura,2017,2,February,573.34,538.17,93.87,28
Anuradhapura,2017,3,March,654.94,626.23,95.62,31
Anuradhapura,2017,4,April,687.55,687.55,100.0,30
Anuradhapura,2017,5,May,579.77,517.68,89.29,31
Anuradhapura,2017,6,June,521.27,438.31,84.09,30
Anuradhapura,2017,7,July,589.67,589.67,100.0,31
Anuradhapura,2017,8,August,557.2,529.23,94.98,31
Anuradhapura,2017,9,September,531.43,457.75,86.14,30
Anuradhapura,2017,10,October,476.65,328.82,68.99,31
Anuradhapura,2017,11,November,397.71,167.27,42.06,30
Anuradhapura,2017,12,December,477.2,289.18,60.6,31
Anuradhapura,2018,1,January,518.65,415.9,80.19,31
Anuradhapura,2018,2,February,537.75,452.71,84.19,28
Anuradhapura,2018,3,March,639.42,615.91,96.32,31
Anuradhapura,2018,4,April,626.91,626.91,100.0,30
Anuradhapura,2018,5,May,519.65,413.96,79.66,31
Anuradhapura,2018,6,June,559.12,504.69,90.27,30
Anuradhapura,2018,7,July,610.15,595.38,97.58,31
Anuradhapura,2018,8,August,610.08,595.56,97.62,31
Anuradhapura,2018,9,September,614.81,605.8,98.53,30
Anuradhapura,2018,10,October,468.22,313.89,67.04,31
Anuradhapura,2018,11,November,416.81,176.34,42.31,30
Anuradhapura,2018,12,December,479.65,304.53,63.49,31
Anuradhapura,2019,1,January,539.26,473.92,87.88,31
Anuradhapura,2019,2,February,531.56,504.56,94.92,28
Anuradhapura,2019,3,March,731.22,731.22,100.0,31
Anuradhapura,2019,4,April,632.26,623.86,98.67,30
Anuradhapura,2019,5,May,642.51,642.51,100.0,31
Anuradhapura,2019,6,June,570.99,547.31,95.85,30
Anuradhapura,2019,7,July,600.25,582.66,97.07,31
Anuradhapura,2019,8,August,541.93,438.19,80.86,31
Anuradhapura,2019,9,September,557.24,519.36,93.2,30
Anuradhapura,2019,10,October,468.08,295.51,63.13,31
Anuradhapura,2019,11,November,494.48,383.76,77.61,30
Anuradhapura,2019,12,December,447.62,217.7,48.64,31
Anuradhapura,2020,1,January,575.14,560.37,97.43,31
Anuradhapura,2020,2,February,595.61,580.91,97.53,29
Anuradhapura,2020,3,March,712.66,704.74,98.89,31
Anuradhapura,2020,4,April,662.66,662.66,100.0,30
Anuradhapura,2020,5,May,554.31,473.49,85.42,31
Anuradhapura,2020,6,June,561.06,522.6,93.15,30
Anuradhapura,2020,7,July,537.85,488.7,90.86,31
Anuradhapura,2020,8,August,628.69,590.73,93.96,31
Anuradhapura,2020,9,September,506.77,422.46,83.36,30
Anuradhapura,2020,10,October,613.38,598.52,97.58,31
Anuradhapura,2020,11,November,449.67,319.01,70.94,30
Anuradhapura,2020,12,December,393.07,234.88,59.76,31
Anuradhapura,2021,1,January,434.6,246.86,56.8,31
Anuradhapura,2021,2,February,568.9,568.9,100.0,28
Anuradhapura,2021,3,March,641.24,641.24,100.0,31
Anuradhapura,2021,4,April,648.92,648.92,100.0,30
Anuradhapura,2021,5,May,557.57,497.53,89.23,31
Anuradhapura,2021,6,June,583.85,532.81,91.26,30
Anuradhapura,2021,7,July,602.28,588.03,97.63,31
Anuradhapura,2021,8,August,576.04,502.49,87.23,31
Anuradhapura,2021,9,September,567.72,521.32,91.83,30
Anuradhapura,2021,10,October,506.0,356.1,70.38,31
Anuradhapura,2021,11,November,405.72,144.64,35.65,30
Anuradhapura,2021,12,December,548.66,456.22,83.15,31
Anuradhapura,2022,1,January,574.16,520.07,90.58,31
Anuradhapura,2022,2,February,572.04,548.93,95.96,28
Anuradhapura,2022,3,March,665.86,641.91,96.4,31
Anuradhapura,2022,4,April,604.61,561.5,92.87,30
Anuradhapura,2022,5,May,615.56,615.56,100.0,31
Anuradhapura,2022,6,June,575.05,548.23,95.34,30
Anuradhapura,2022,7,July,596.76,572.67,95.96,31
Anuradhapura,2022,8,August,594.97,527.18,88.61,31
Anuradhapura,2022,9,September,630.9,604.75,95.86,30
Anuradhapura,2022,10,October,517.95,421.25,81.33,31
Anuradhapura,2022,11,November,478.9,331.07,69.13,30
Anuradhapura,2022,12,December,448.71,317.32,70.72,31
Anuradhapura,2023,1,January,538.52,491.91,91.34,31
Anuradhapura,2023,2,February,571.01,535.0,93.69,28
Anuradhapura,2023,3,March,695.54,695.54,100.0,31
Anuradhapura,2023,4,April,678.31,664.05,97.9,30
Anuradhapura,2023,5,May,574.97,494.18,85.95,31
Anuradhapura,2023,6,June,608.14,593.78,97.64,30
Anuradhapura,2023,7,July,595.04,533.63,89.68,31
Anuradhapura,2023,8,August,701.84,701.84,100.0,31
Anuradhapura,2023,9,September,572.58,551.33,96.29,30
Anuradhapura,2023,10,October,557.92,534.75,95.85,31
Anuradhapura,2023,11,November,436.75,191.82,43.92,30
Anuradhapura,2023,12,December,437.35,235.24,53.79,31
Anuradhapura,2024,1,January,510.66,384.15,75.23,31
Anuradhapura,2024,2,February,638.45,638.45,100.0,29
Anuradhapura,2024,3,March,737.98,737.98,100.0,31
Anuradhapura,2024,4,April,699.51,699.51,100.0,30
Anuradhapura,2024,5,May,571.05,483.82,84.72,31
Anuradhapura,2024,6,June,139.23,127.09,91.28,8
Badulla,2010,1,January,551.45,506.11,91.78,31
Badulla,2010,2,February,590.98,530.17,89.71,28
Badulla,2010,3,March,705.12,705.12,100.0,31
Badulla,2010,4,April,603.93,578.69,95.82,30
Badulla,2010,5,May,587.65,552.24,93.97,31
Badulla,2010,6,June,568.16,517.52,91.09,30
Badulla,2010,7,July,600.66,546.42,90.97,31
Badulla,2010,8,August,567.25,504.84,89.0,31
Badulla,2010,9,September,546.06,460.36,84.31,30
Badulla,2010,10,October,606.19,555.9,91.7,31
Badulla,2010,11,November,443.19,271.43,61.24,30
Badulla,2010,12,December,392.0,218.69,55.79,31
Badulla,2011,1,January,418.69,270.41,64.58,31
Badulla,2011,2,February,437.2,325.14,74.37,28
Badulla,2011,3,March,630.74,594.14,94.2,31
Badulla,2011,4,April,591.52,556.19,94.03,30
Badulla,2011,5,May,672.8,672.8,100.0,31
Badulla,2011,6,June,644.99,630.4,97.74,30
Badulla,2011,7,July,617.88,617.88,100.0,31
Badulla,2011,8,August,610.4,568.28,93.1,31
Badulla,2011,9,September,638.63,626.22,98.06,30
Badulla,2011,10,October,556.27,488.08,87.74,31
Badulla,2011,11,November,453.6,300.15,66.17,30
Badulla,2011,12,December,457.7,329.97,72.09,31
Badulla,2012,1,January,572.62,558.22,97.49,31
Badulla,2012,2,February,567.6,503.85,88.77,29
Badulla,2012,3,March,701.09,701.09,100.0,31
Badulla,2012,4,April,579.64,555.61,95.85,30
Badulla,2012,5,May,724.26,724.26,100.0,31
Badulla,2012,6,June,608.42,608.42,100.0,30
Badulla,2012,7,July,649.09,649.09,100.0,31
Badulla,2012,8,August,639.65,639.65,100.0,31
Badulla,2012,9,September,617.22,604.22,97.89,30
Badulla,2012,10,October,526.06,403.27,76.66,31
Badulla,2012,11,November,454.41,285.88,62.91,30
Badulla,2012,12,December,440.74,262.59,59.58,31
Badulla,2013,1,January,487.08,362.1,74.34,31
Badulla,2013,2,February,521.53,462.55,88.69,28
Badulla,2013,3,March,610.8,593.36,97.14,31
Badulla,2013,4,April,651.8,636.99,97.73,30
Badulla,2013,5,May,608.3,545.02,89.6,31
Badulla,2013,6,June,535.06,463.92,86.7,30
Badulla,2013,7,July,615.69,615.69,100.0,31
Badulla,2013,8,August,658.45,644.16,97.83,31
Badulla,2013,9,September,602.14,560.76,93.13,30
Badulla,2013,10,October,614.41,572.19,93.13,31
Badulla,2013,11,November,513.33,434.33,84.61,30
Badulla,2013,12,December,426.51,321.21,75.31,31
Badulla,2014,1,January,521.77,436.26,83.61,31
Badulla,2014,2,February,612.15,612.15,100.0,28
Badulla,2014,3,March,714.2,700.12,98.03,31
Badulla,2014,4,April,642.19,613.36,95.51,30
Badulla,2014,5,May,619.47,599.77,96.82,31
Badulla,2014,6,June,612.43,585.18,95.55,30
Badulla,2014,7,July,641.66,630.31,98.23,31
Badulla,2014,8,August,612.91,600.54,97.98,31
Badulla,2014,9,September,628.48,628.48,100.0,30
Badulla,2014,10,October,523.84,439.09,83.82,31
Badulla,2014,11,November,442.46,326.67,73.83,30
Badulla,2014,12,December,375.47,209.56,55.81,31
Badulla,2015,1,January,567.41,498.43,87.84,31
Badulla,2015,2,February,542.81,501.21,92.34,28
Badulla,2015,3,March,707.79,684.19,96.67,31
Badulla,2015,4,April,599.94,572.89,95.49,30
Badulla,2015,5,May,614.92,586.95,95.45,31
Badulla,2015,6,June,621.27,608.52,97.95,30
Badulla,2015,7,July,643.93,618.6,96.07,31
Badulla,2015,8,August,651.51,607.51,93.25,31
Badulla,2015,9,September,557.98,511.13,91.6,30
Badulla,2015,10,October,505.02,379.42,75.13,31
Badulla,2015,11,November,445.01,298.51,67.08,30
Badulla,2015,12,December,470.06,287.15,61.09,31
Badulla,2016,1,January,581.47,538.85,92.67,31
Badulla,2016,2,February,587.92,550.09,93.57,29
Badulla,2016,3,March,736.76,736.76,100.0,31
Badulla,2016,4,April,661.86,661.86,100.0,30
Badulla,2016,5,May,521.2,414.95,79.61,31
Badulla,2016,6,June,588.86,575.16,97.67,30
Badulla,2016,7,July,622.9,594.68,95.47,31
Badulla,2016,8,August,665.97,638.82,95.92,31
Badulla,2016,9,September,663.34,663.34,100.0,30
Badulla,2016,10,October,646.27,632.23,97.83,31
Badulla,2016,11,November,439.64,216.66,49.28,30
Badulla,2016,12,December,549.32,484.17,88.14,31
Badulla,2017,1,January,532.48,420.01,78.88,31
Badulla,2017,2,February,540.35,477.97,88.46,28
Badulla,2017,3,March,663.79,627.96,94.6,31
Badulla,2017,4,April,723.78,723.78,100.0,30
Badulla,2017,5,May,628.42,600.93,95.63,31
Badulla,2017,6,June,594.86,558.4,93.87,30
Badulla,2017,7,July,623.66,623.66,100.0,31
Badulla,2017,8,August,589.53,563.63,95.61,31
Badulla,2017,9,September,547.92,480.11,87.62,30
Badulla,2017,10,October,521.62,419.22,80.37,31
Badulla,2017,11,November,399.14,225.84,56.58,30
Badulla,2017,12,December,461.04,295.46,64.09,31
Badulla,2018,1,January,547.75,455.29,83.12,31
Badulla,2018,2,February,507.08,438.26,86.43,28
Badulla,2018,3,March,604.92,541.1,89.45,31
Badulla,2018,4,April,606.25,578.89,95.49,30
Badulla,2018,5,May,536.09,452.14,84.34,31
Badulla,2018,6,June,616.64,616.64,100.0,30
Badulla,2018,7,July,632.55,617.73,97.66,31
Badulla,2018,8,August,624.47,560.79,89.8,31
Badulla,2018,9,September,626.35,597.28,95.36,30
Badulla,2018,10,October,481.15,340.3,70.73,31
Badulla,2018,11,November,469.19,315.37,67.22,30
Badulla,2018,12,December,491.14,363.65,74.04,31
Badulla,2019,1,January,518.24,369.78,71.35,31
Badulla,2019,2,February,498.85,393.76,78.93,28
Badulla,2019,3,March,728.73,713.74,97.94,31
Badulla,2019,4,April,609.95,574.43,94.18,30
Badulla,2019,5,May,680.09,680.09,100.0,31
Badulla,2019,6,June,619.88,607.81,98.05,30
Badulla,2019,7,July,666.11,655.2,98.36,31
Badulla,2019,8,August,541.6,434.77,80.28,31
Badulla,2019,9,September,566.27,519.35,91.71,30
Badulla,2019,10,October,441.55,269.26,60.98,31
Badulla,2019,11,November,516.76,419.69,81.22,30
Badulla,2019,12,December,434.34,219.3,50.49,31
Badulla,2020,1,January,601.14,576.22,95.85,31
Badulla,2020,2,February,582.0,540.29,92.83,29
Badulla,2020,3,March,747.29,733.0,98.09,31
Badulla,2020,4,April,658.26,658.26,100.0,30
Badulla,2020,5,May,572.71,530.88,92.7,31
Badulla,2020,6,June,609.32,557.48,91.49,30
Badulla,2020,7,July,561.07,512.86,91.41,31
Badulla,2020,8,August,673.83,648.33,96.22,31
Badulla,2020,9,September,500.43,387.29,77.39,30
Badulla,2020,10,October,678.42,663.64,97.82,31
Badulla,2020,11,November,473.96,337.24,71.15,30
Badulla,2020,12,December,459.94,333.34,72.47,31
Badulla,2021,1,January,428.85,207.22,48.32,31
Badulla,2021,2,February,556.53,503.29,90.43,28
Badulla,2021,3,March,595.92,527.56,88.53,31
Badulla,2021,4,April,643.45,622.54,96.75,30
Badulla,2021,5,May,553.09,457.76,82.76,31
Badulla,2021,6,June,644.06,606.14,94.11,30
Badulla,2021,7,July,615.65,590.8,95.96,31
Badulla,2021,8,August,586.48,531.57,90.64,31
Badulla,2021,9,September,594.54,547.75,92.13,30
Badulla,2021,10,October,557.61,460.61,82.6,31
Badulla,2021,11,November,433.02,223.4,51.59,30
Badulla,2021,12,December,545.66,480.23,88.01,31
Badulla,2022,1,January,560.71,453.02,80.79,31
Badulla,2022,2,February,574.73,515.82,89.75,28
Badulla,2022,3,March,643.99,622.89,96.72,31
Badulla,2022,4,April,554.45,468.44,84.49,30
Badulla,2022,5,May,638.07,583.58,91.46,31
Badulla,2022,6,June,585.24,560.24,95.73,30
Badulla,2022,7,July,565.93,508.18,89.8,31
Badulla,2022,8,August,608.49,535.2,87.96,31
Badulla,2022,9,September,659.77,636.75,96.51,30
Badulla,2022,10,October,538.95,453.65,84.17,31
Badulla,2022,11,November,499.95,370.16,74.04,30
Badulla,2022,12,December,454.04,291.44,64.19,31
Badulla,2023,1,January,517.78,419.75,81.07,31
Badulla,2023,2,February,523.42,447.9,85.57,28
Badulla,2023,3,March,620.44,526.08,84.79,31
Badulla,2023,4,April,659.02,647.41,98.24,30
Badulla,2023,5,May,622.75,582.13,93.48,31
Badulla,2023,6,June,634.51,634.51,100.0,30
Badulla,2023,7,July,621.37,594.12,95.61,31
Badulla,2023,8,August,698.04,698.04,100.0,31
Badulla,2023,9,September,540.13,510.03,94.43,30
Badulla,2023,10,October,492.88,332.3,67.42,31
Badulla,2023,11,November,438.74,207.39,47.27,30
Badulla,2023,12,December,418.83,212.83,50.82,31
Badulla,2024,1,January,508.28,401.67,79.03,31
Badulla,2024,2,February,603.96,575.22,95.24,29
Badulla,2024,3,March,738.04,738.04,100.0,31
Badulla,2024,4,April,693.94,680.02,97.99,30
Badulla,2024,5,May,589.96,527.63,89.43,31
Badulla,2024,6,June,156.29,142.6,91.24,8
Bandarawela,2010,1,January,536.98,436.36,81.26,31
Bandarawela,2010,2,February,568.47,513.0,90.24,28
Bandarawela,2010,3,March,697.79,697.79,100.0,31
Bandarawela,2010,4,April,597.31,574.31,96.15,30
Bandarawela,2010,5,May,566.35,519.55,91.74,31
Bandarawela,2010,6,June,552.06,513.42,93.0,30
Bandarawela,2010,7,July,577.07,525.85,91.12,31
Bandarawela,2010,8,August,535.91,448.25,83.64,31
Bandarawela,2010,9,September,527.24,413.58,78.44,30
Bandarawela,2010,10,October,578.93,487.82,84.26,31
Bandarawela,2010,11,November,434.89,265.0,60.93,30
Bandarawela,2010,12,December,369.56,228.86,61.93,31
Bandarawela,2011,1,January,380.59,193.57,50.86,31
Bandarawela,2011,2,February,423.93,327.51,77.26,28
Bandarawela,2011,3,March,638.01,599.62,93.98,31
Bandarawela,2011,4,April,587.77,539.48,91.78,30
Bandarawela,2011,5,May,649.95,649.95,100.0,31
Bandarawela,2011,6,June,621.34,606.65,97.64,30
Bandarawela,2011,7,July,594.41,594.41,100.0,31
Bandarawela,2011,8,August,587.23,560.87,95.51,31
Bandarawela,2011,9,September,614.44,602.01,97.98,30
Bandarawela,2011,10,October,544.82,448.79,82.37,31
Bandarawela,2011,11,November,454.56,287.95,63.35,30
Bandarawela,2011,12,December,446.0,310.18,69.55,31
Bandarawela,2012,1,January,561.88,489.71,87.16,31
Bandarawela,2012,2,February,543.74,451.85,83.1,29
Bandarawela,2012,3,March,712.37,712.37,100.0,31
Bandarawela,2012,4,April,577.2,556.38,96.39,30
Bandarawela,2012,5,May,698.44,698.44,100.0,31
Bandarawela,2012,6,June,584.3,584.3,100.0,30
Bandarawela,2012,7,July,625.23,610.75,97.68,31
Bandarawela,2012,8,August,612.96,598.54,97.65,31
Bandarawela,2012,9,September,596.78,582.41,97.59,30
Bandarawela,2012,10,October,511.92,396.35,77.42,31
Bandarawela,2012,11,November,449.05,345.3,76.9,30
Bandarawela,2012,12,December,420.19,241.94,57.58,31
Bandarawela,2013,1,January,473.31,338.68,71.56,31
Bandarawela,2013,2,February,511.84,456.91,89.27,28
Bandarawela,2013,3,March,608.93,591.05,97.06,31
Bandarawela,2013,4,April,647.69,647.69,100.0,30
Bandarawela,2013,5,May,585.46,507.74,86.72,31
Bandarawela,2013,6,June,504.94,419.31,83.04,30
Bandarawela,2013,7,July,588.9,560.34,95.15,31
Bandarawela,2013,8,August,636.17,609.69,95.84,31
Bandarawela,2013,9,September,571.84,516.3,90.29,30
Bandarawela,2013,10,October,591.89,555.0,93.77,31
Bandarawela,2013,11,November,508.14,448.36,88.24,30
Bandarawela,2013,12,December,400.86,190.52,47.53,31
Bandarawela,2014,1,January,488.64,366.01,74.9,31
Bandarawela,2014,2,February,600.91,600.91,100.0,28
Bandarawela,2014,3,March,697.8,683.97,98.02,31
Bandarawela,2014,4,April,639.82,611.42,95.56,30
Bandarawela,2014,5,May,595.85,562.78,94.45,31
Bandarawela,2014,6,June,596.18,582.72,97.74,30
Bandarawela,2014,7,July,618.63,607.3,98.17,31
Bandarawela,2014,8,August,584.18,544.08,93.14,31
Bandarawela,2014,9,September,597.55,597.55,100.0,30
Bandarawela,2014,10,October,510.53,429.55,84.14,31
Bandarawela,2014,11,November,428.0,263.01,61.45,30
Bandarawela,2014,12,December,358.92,184.62,51.44,31
Bandarawela,2015,1,January,560.33,520.56,92.9,31
Bandarawela,2015,2,February,523.02,470.43,89.94,28
Bandarawela,2015,3,March,707.55,682.42,96.45,31
Bandarawela,2015,4,April,604.76,577.56,95.5,30
Bandarawela,2015,5,May,599.71,559.47,93.29,31
Bandarawela,2015,6,June,590.12,548.66,92.97,30
Bandarawela,2015,7,July,617.22,594.99,96.4,31
Bandarawela,2015,8,August,629.8,601.39,95.49,31
Bandarawela,2015,9,September,536.38,475.96,88.74,30
Bandarawela,2015,10,October,493.41,399.02,80.87,31
Bandarawela,2015,11,November,428.68,265.87,62.02,30
Bandarawela,2015,12,December,453.54,234.71,51.75,31
Bandarawela,2016,1,January,558.8,490.71,87.81,31
Bandarawela,2016,2,February,578.07,555.59,96.11,29
Bandarawela,2016,3,March,728.54,728.54,100.0,31
Bandarawela,2016,4,April,671.07,671.07,100.0,30
Bandarawela,2016,5,May,507.8,373.78,73.61,31
Bandarawela,2016,6,June,573.37,573.37,100.0,30
Bandarawela,2016,7,July,599.09,543.04,90.64,31
Bandarawela,2016,8,August,646.44,633.89,98.06,31
Bandarawela,2016,9,September,639.59,624.83,97.69,30
Bandarawela,2016,10,October,634.12,619.64,97.72,31
Bandarawela,2016,11,November,439.07,260.95,59.43,30
Bandarawela,2016,12,December,545.47,497.99,91.3,31
Bandarawela,2017,1,January,594.54,500.79,84.23,31
Bandarawela,2017,2,February,574.6,520.4,90.57,28
Bandarawela,2017,3,March,677.9,655.16,96.65,31
Bandarawela,2017,4,April,717.47,717.47,100.0,30
Bandarawela,2017,5,May,624.35,555.72,89.01,31
Bandarawela,2017,6,June,584.28,523.52,89.6,30
Bandarawela,2017,7,July,616.33,592.35,96.11,31
Bandarawela,2017,8,August,583.63,529.79,90.77,31
Bandarawela,2017,9,September,549.44,483.23,87.95,30
Bandarawela,2017,10,October,512.28,411.94,80.41,31
Bandarawela,2017,11,November,420.53,245.64,58.41,30
Bandarawela,2017,12,December,507.01,404.17,79.72,31
Bandarawela,2018,1,January,596.59,562.97,94.36,31
Bandarawela,2018,2,February,573.31,531.36,92.68,28
Bandarawela,2018,3,March,632.36,575.82,91.06,31
Bandarawela,2018,4,April,615.53,601.81,97.77,30
Bandarawela,2018,5,May,518.16,397.08,76.63,31
Bandarawela,2018,6,June,620.08,620.08,100.0,30
Bandarawela,2018,7,July,634.68,620.15,97.71,31
Bandarawela,2018,8,August,621.44,561.02,90.28,31
Bandarawela,2018,9,September,626.31,598.52,95.56,30
Bandarawela,2018,10,October,474.29,273.46,57.66,31
Bandarawela,2018,11,November,493.76,375.56,76.06,30
Bandarawela,2018,12,December,546.28,456.29,83.53,31
Bandarawela,2019,1,January,620.64,566.04,91.2,31
Bandarawela,2019,2,February,550.21,508.89,92.49,28
Bandarawela,2019,3,March,744.59,744.59,100.0,31
Bandarawela,2019,4,April,617.43,582.59,94.36,30
Bandarawela,2019,5,May,659.88,659.88,100.0,31
Bandarawela,2019,6,June,610.87,571.01,93.47,30
Bandarawela,2019,7,July,662.33,652.64,98.54,31
Bandarawela,2019,8,August,527.0,382.61,72.6,31
Bandarawela,2019,9,September,568.27,521.67,91.8,30
Bandarawela,2019,10,October,451.9,292.75,64.78,31
Bandarawela,2019,11,November,535.56,458.22,85.56,30
Bandarawela,2019,12,December,496.67,307.55,61.92,31
Bandarawela,2020,1,January,660.51,660.51,100.0,31
Bandarawela,2020,2,February,665.16,665.16,100.0,29
Bandarawela,2020,3,March,770.77,770.77,100.0,31
Bandarawela,2020,4,April,665.27,665.27,100.0,30
Bandarawela,2020,5,May,571.21,500.85,87.68,31
Bandarawela,2020,6,June,606.38,556.72,91.81,30
Bandarawela,2020,7,July,555.09,495.75,89.31,31
Bandarawela,2020,8,August,655.74,591.81,90.25,31
Bandarawela,2020,9,September,487.34,336.69,69.09,30
Bandarawela,2020,10,October,674.02,659.66,97.87,31
Bandarawela,2020,11,November,497.47,402.92,80.99,30
Bandarawela,2020,12,December,501.54,414.39,82.62,31
Bandarawela,2021,1,January,475.08,325.38,68.49,31
