district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Kilinochchi[1],2016,8,August,670.9,656.24,97.81,31
Kilinochchi[1],2016,9,September,676.69,676.69,100.0,30
Kilinochchi[1],2016,10,October,662.33,634.15,95.75,31
Kilinochchi[1],2016,11,November,489.22,393.83,80.5,30
Kilinochchi[1],2016,12,December,528.46,486.19,92.0,31
Kilinochchi[1],2017,1,January,525.6,406.18,77.28,31
Kilinochchi[1],2017,2,February,585.35,561.78,95.97,28
Kilinochchi[1],2017,3,March,669.88,628.58,93.83,31
Kilinochchi[1],2017,4,April,748.64,748.64,100.0,30
Kilinochchi[1],2017,5,May,679.89,668.01,98.25,31
Kilinochchi[1],2017,6,June,643.9,630.13,97.86,30
Kilinochchi[1],2017,7,July,643.17,643.17,100.0,31
Kilinochchi[1],2017,8,August,607.56,595.99,98.1,31
Kilinochchi[1],2017,9,September,598.86,571.85,95.49,30
Kilinochchi[1],2017,10,October,511.83,402.31,78.6,31
Kilinochchi[1],2017,11,November,410.43,245.3,59.77,30
Kilinochchi[1],2017,12,December,486.48,354.65,72.9,31
Kilinochchi[1],2018,1,January,541.82,455.15,84.0,31
Kilinochchi[1],2018,2,February,566.37,566.37,100.0,28
Kilinochchi[1],2018,3,March,670.14,645.64,96.34,31
Kilinochchi[1],2018,4,April,655.01,655.01,100.0,30
Kilinochchi[1],2018,5,May,589.41,536.93,91.1,31
Kilinochchi[1],2018,6,June,648.17,648.17,100.0,30
Kilinochchi[1],2018,7,July,656.81,656.81,100.0,31
Kilinochchi[1],2018,8,August,661.76,647.39,97.83,31
Kilinochchi[1],2018,9,September,654.66,640.95,97.91,30
Kilinochchi[1],2018,10,October,472.89,275.62,58.28,31
Kilinochchi[1],2018,11,November,438.18,275.34,62.84,30
Kilinochchi[1],2018,12,December,494.62,392.43,79.34,31
Kilinochchi[1],2019,1,January,558.76,547.75,98.03,31
Kilinochchi[1],2019,2,February,553.74,526.06,95.0,28
Kilinochchi[1],2019,3,March,748.25,748.25,100.0,31
Kilinochchi[1],2019,4,April,665.93,639.06,95.97,30
Kilinochchi[1],2019,5,May,721.91,721.91,100.0,31
Kilinochchi[1],2019,6,June,655.11,640.54,97.78,30
Kilinochchi[1],2019,7,July,649.56,641.4,98.74,31
Kilinochchi[1],2019,8,August,627.39,591.34,94.25,31
Kilinochchi[1],2019,9,September,605.11,597.28,98.71,30
Kilinochchi[1],2019,10,October,495.14,361.41,72.99,31
Kilinochchi[1],2019,11,November,526.43,494.06,93.85,30
Kilinochchi[1],2019,12,December,443.74,239.94,54.07,31
Kilinochchi[1],2020,1,January,570.7,527.52,92.43,31
Kilinochchi[1],2020,2,February,610.92,610.92,100.0,29
Kilinochchi[1],2020,3,March,734.41,734.41,100.0,31
Kilinochchi[1],2020,4,April,676.5,676.5,100.0,30
Kilinochchi[1],2020,5,May,623.82,597.53,95.79,31
Kilinochchi[1],2020,6,June,607.57,569.92,93.8,30
Kilinochchi[1],2020,7,July,591.16,558.05,94.4,31
Kilinochchi[1],2020,8,August,644.15,622.43,96.63,31
Kilinochchi[1],2020,9,September,556.33,499.62,89.81,30
Kilinochchi[1],2020,10,October,643.26,643.26,100.0,31
Kilinochchi[1],2020,11,November,440.59,295.4,67.05,30
Kilinochchi[1],2020,12,December,396.07,202.3,51.08,31
Kilinochchi[1],2021,1,January,463.47,327.31,70.62,31
Kilinochchi[1],2021,2,February,564.45,551.09,97.63,28
Kilinochchi[1],2021,3,March,690.89,676.46,97.91,31
Kilinochchi[1],2021,4,April,670.75,670.75,100.0,30
Kilinochchi[1],2021,5,May,589.7,560.54,95.06,31
Kilinochchi[1],2021,6,June,621.64,581.84,93.6,30
Kilinochchi[1],2021,7,July,650.47,650.47,100.0,31
Kilinochchi[1],2021,8,August,632.64,619.35,97.9,31
Kilinochchi[1],2021,9,September,623.55,613.17,98.34,30
Kilinochchi[1],2021,10,October,524.68,454.75,86.67,31
Kilinochchi[1],2021,11,November,419.27,184.3,43.96,30
Kilinochchi[1],2021,12,December,549.5,442.25,80.48,31
Kilinochchi[1],2022,1,January,580.75,508.47,87.55,31
Kilinochchi[1],2022,2,February,582.6,559.3,96.0,28
Kilinochchi[1],2022,3,March,699.72,673.53,96.26,31
Kilinochchi[1],2022,4,April,613.31,587.03,95.72,30
Kilinochchi[1],2022,5,May,695.27,682.12,98.11,31
Kilinochchi[1],2022,6,June,634.65,610.99,96.27,30
Kilinochchi[1],2022,7,July,611.6,562.89,92.04,31
Kilinochchi[1],2022,8,August,634.34,598.03,94.28,31
Kilinochchi[1],2022,9,September,658.14,638.34,96.99,30
Kilinochchi[1],2022,10,October,566.23,462.51,81.68,31
Kilinochchi[1],2022,11,November,490.67,368.54,75.11,30
Kilinochchi[1],2022,12,December,472.4,342.89,72.58,31
Kilinochchi[1],2023,1,January,547.18,511.99,93.57,31
Kilinochchi[1],2023,2,February,591.69,569.05,96.17,28
Kilinochchi[1],2023,3,March,712.55,712.55,100.0,31
Kilinochchi[1],2023,4,April,691.39,691.39,100.0,30
Kilinochchi[1],2023,5,May,628.61,577.0,91.79,31
Kilinochchi[1],2023,6,June,654.53,649.9,99.29,30
Kilinochchi[1],2023,7,July,633.11,595.34,94.03,31
Kilinochchi[1],2023,8,August,734.77,734.77,100.0,31
Kilinochchi[1],2023,9,September,632.92,632.92,100.0,30
Kilinochchi[1],2023,10,October,609.52,581.72,95.44,31
Kilinochchi[1],2023,11,November,435.02,259.94,59.75,30
Kilinochchi[1],2023,12,December,432.87,243.55,56.26,31
Kilinochchi[1],2024,1,January,547.14,460.7,84.2,31
Kilinochchi[1],2024,2,February,638.43,638.43,100.0,29
Kilinochchi[1],2024,3,March,773.46,773.46,100.0,31
Kilinochchi[1],2024,4,April,719.94,719.94,100.0,30
Kilinochchi[1],2024,5,May,588.87,471.21,80.02,31
Kilinochchi[1],2024,6,June,151.83,139.73,92.03,8
Kurunegala,2010,1,January,580.44,545.69,94.01,31
Kurunegala,2010,2,February,582.97,551.65,94.63,28
Kurunegala,2010,3,March,703.1,703.1,100.0,31
Kurunegala,2010,4,April,590.75,566.89,95.96,30
Kurunegala,2010,5,May,528.4,429.1,81.21,31
Kurunegala,2010,6,June,511.37,434.67,85.0,30
Kurunegala,2010,7,July,542.75,441.83,81.41,31
Kurunegala,2010,8,August,524.1,427.27,81.52,31
Kurunegala,2010,9,September,499.58,373.32,74.73,30
Kurunegala,2010,10,October,503.63,337.69,67.05,31
Kurunegala,2010,11,November,438.28,250.02,57.05,30
Kurunegala,2010,12,December,370.98,218.0,58.76,31
Kurunegala,2011,1,January,408.01,244.43,59.91,31
Kurunegala,2011,2,February,458.95,399.44,87.03,28
Kurunegala,2011,3,March,671.9,671.9,100.0,31
Kurunegala,2011,4,April,583.08,507.7,87.07,30
Kurunegala,2011,5,May,593.51,578.83,97.53,31
Kurunegala,2011,6,June,565.42,550.81,97.42,30
Kurunegala,2011,7,July,553.62,540.27,97.59,31
Kurunegala,2011,8,August,556.91,501.12,89.98,31
Kurunegala,2011,9,September,552.48,498.58,90.24,30
Kurunegala,2011,10,October,533.29,469.02,87.95,31
Kurunegala,2011,11,November,491.77,386.89,78.67,30
Kurunegala,2011,12,December,473.2,334.33,70.65,31
Kurunegala,2012,1,January,624.98,624.98,100.0,31
Kurunegala,2012,2,February,561.97,511.88,91.09,29
Kurunegala,2012,3,March,712.18,712.18,100.0,31
Kurunegala,2012,4,April,581.83,560.49,96.33,30
Kurunegala,2012,5,May,609.41,595.07,97.65,31
Kurunegala,2012,6,June,526.49,485.74,92.26,30
Kurunegala,2012,7,July,585.12,574.76,98.23,31
Kurunegala,2012,8,August,571.24,557.27,97.55,31
Kurunegala,2012,9,September,562.01,548.96,97.68,30
Kurunegala,2012,10,October,501.47,372.72,74.33,31
Kurunegala,2012,11,November,470.66,395.86,84.11,30
Kurunegala,2012,12,December,452.0,263.68,58.34,31
Kurunegala,2013,1,January,521.66,417.93,80.12,31
Kurunegala,2013,2,February,545.12,470.1,86.24,28
Kurunegala,2013,3,March,654.56,649.87,99.28,31
Kurunegala,2013,4,April,627.83,614.23,97.83,30
Kurunegala,2013,5,May,528.43,453.28,85.78,31
Kurunegala,2013,6,June,454.84,275.82,60.64,30
Kurunegala,2013,7,July,541.79,443.92,81.94,31
Kurunegala,2013,8,August,600.29,588.94,98.11,31
Kurunegala,2013,9,September,510.22,376.26,73.74,30
Kurunegala,2013,10,October,542.08,492.69,90.89,31
Kurunegala,2013,11,November,527.93,452.94,85.8,30
Kurunegala,2013,12,December,450.07,268.82,59.73,31
Kurunegala,2014,1,January,517.99,398.59,76.95,31
Kurunegala,2014,2,February,627.31,627.31,100.0,28
Kurunegala,2014,3,March,713.95,713.95,100.0,31
Kurunegala,2014,4,April,624.2,610.19,97.76,30
Kurunegala,2014,5,May,548.32,516.14,94.13,31
Kurunegala,2014,6,June,552.13,515.23,93.32,30
Kurunegala,2014,7,July,584.95,556.0,95.05,31
Kurunegala,2014,8,August,545.17,512.53,94.01,31
Kurunegala,2014,9,September,551.07,522.63,94.84,30
Kurunegala,2014,10,October,489.13,373.85,76.43,31
Kurunegala,2014,11,November,416.21,231.21,55.55,30
Kurunegala,2014,12,December,374.81,215.32,57.45,31
Kurunegala,2015,1,January,611.51,597.14,97.65,31
Kurunegala,2015,2,February,558.56,545.81,97.72,28
Kurunegala,2015,3,March,720.16,709.27,98.49,31
Kurunegala,2015,4,April,616.3,604.38,98.07,30
Kurunegala,2015,5,May,554.89,502.61,90.58,31
Kurunegala,2015,6,June,517.78,441.19,85.21,30
Kurunegala,2015,7,July,570.82,532.56,93.3,31
Kurunegala,2015,8,August,604.68,604.68,100.0,31
Kurunegala,2015,9,September,501.08,415.34,82.89,30
Kurunegala,2015,10,October,485.88,402.08,82.75,31
Kurunegala,2015,11,November,432.68,304.51,70.38,30
Kurunegala,2015,12,December,470.34,308.26,65.54,31
Kurunegala,2016,1,January,611.1,596.17,97.56,31
Kurunegala,2016,2,February,610.94,580.94,95.09,29
Kurunegala,2016,3,March,718.92,718.92,100.0,31
Kurunegala,2016,4,April,668.14,668.14,100.0,30
Kurunegala,2016,5,May,476.1,367.78,77.25,31
Kurunegala,2016,6,June,530.35,461.89,87.09,30
Kurunegala,2016,7,July,578.86,523.52,90.44,31
Kurunegala,2016,8,August,606.51,594.71,98.05,31
Kurunegala,2016,9,September,585.27,572.24,97.77,30
Kurunegala,2016,10,October,592.97,578.81,97.61,31
Kurunegala,2016,11,November,471.25,347.01,73.64,30
Kurunegala,2016,12,December,569.19,517.74,90.96,31
Kurunegala,2017,1,January,602.11,548.1,91.03,31
Kurunegala,2017,2,February,617.63,591.43,95.76,28
Kurunegala,2017,3,March,648.86,634.64,97.81,31
Kurunegala,2017,4,April,641.68,626.85,97.69,30
Kurunegala,2017,5,May,512.33,395.92,77.28,31
Kurunegala,2017,6,June,475.78,334.06,70.21,30
Kurunegala,2017,7,July,526.14,474.75,90.23,31
Kurunegala,2017,8,August,482.32,314.92,65.29,31
Kurunegala,2017,9,September,489.46,368.47,75.28,30
Kurunegala,2017,10,October,463.54,281.29,60.68,31
Kurunegala,2017,11,November,424.81,252.88,59.53,30
Kurunegala,2017,12,December,535.05,448.18,83.76,31
Kurunegala,2018,1,January,618.94,590.93,95.47,31
Kurunegala,2018,2,February,604.62,591.31,97.8,28
Kurunegala,2018,3,March,635.74,567.05,89.2,31
Kurunegala,2018,4,April,604.88,575.75,95.18,30
Kurunegala,2018,5,May,487.5,360.35,73.92,31
Kurunegala,2018,6,June,480.42,332.25,69.16,30
Kurunegala,2018,7,July,536.51,440.92,82.18,31
Kurunegala,2018,8,August,522.04,449.29,86.06,31
Kurunegala,2018,9,September,579.36,556.26,96.01,30
Kurunegala,2018,10,October,458.92,307.04,66.9,31
Kurunegala,2018,11,November,470.49,325.46,69.17,30
Kurunegala,2018,12,December,538.61,429.11,79.67,31
Kurunegala,2019,1,January,617.13,577.67,93.61,31
Kurunegala,2019,2,February,562.96,533.83,94.83,28
Kurunegala,2019,3,March,741.82,741.82,100.0,31
Kurunegala,2019,4,April,599.52,550.37,91.8,30
Kurunegala,2019,5,May,602.61,590.16,97.93,31
Kurunegala,2019,6,June,513.56,462.15,89.99,30
Kurunegala,2019,7,July,577.31,538.07,93.2,31
Kurunegala,2019,8,August,470.83,313.92,66.67,31
Kurunegala,2019,9,September,515.89,447.88,86.82,30
Kurunegala,2019,10,October,455.54,296.34,65.05,31
Kurunegala,2019,11,November,535.09,468.83,87.62,30
Kurunegala,2019,12,December,519.72,393.11,75.64,31
Kurunegala,2020,1,January,650.27,650.27,100.0,31
Kurunegala,2020,2,February,681.52,681.52,100.0,29
Kurunegala,2020,3,March,737.94,737.94,100.0,31
Kurunegala,2020,4,April,642.78,642.78,100.0,30
Kurunegala,2020,5,May,519.91,411.07,79.07,31
Kurunegala,2020,6,June,527.57,477.08,90.43,30
Kurunegala,2020,7,July,497.8,385.69,77.48,31
Kurunegala,2020,8,August,568.55,479.43,84.33,31
Kurunegala,2020,9,September,430.37,226.18,52.55,30
Kurunegala,2020,10,October,554.42,499.46,90.09,31
Kurunegala,2020,11,November,494.65,390.76,79.0,30
Kurunegala,2020,12,December,481.17,379.45,78.86,31
Kurunegala,2021,1,January,504.21,345.32,68.49,31
Kurunegala,2021,2,February,619.07,619.07,100.0,28
Kurunegala,2021,3,March,651.41,626.65,96.2,31
Kurunegala,2021,4,April,620.71,606.13,97.65,30
Kurunegala,2021,5,May,497.04,397.82,80.04,31
Kurunegala,2021,6,June,518.87,440.86,84.97,30
Kurunegala,2021,7,July,548.86,464.02,84.54,31
Kurunegala,2021,8,August,515.98,417.93,81.0,31
Kurunegala,2021,9,September,528.05,450.45,85.3,30
Kurunegala,2021,10,October,517.83,376.39,72.69,31
Kurunegala,2021,11,November,398.52,164.0,41.15,30
Kurunegala,2021,12,December,604.74,575.99,95.25,31
Kurunegala,2022,1,January,627.67,607.21,96.74,31
Kurunegala,2022,2,February,609.14,590.03,96.86,28
Kurunegala,2022,3,March,665.06,650.56,97.82,31
Kurunegala,2022,4,April,589.54,589.54,100.0,30
Kurunegala,2022,5,May,536.31,464.21,86.56,31
Kurunegala,2022,6,June,528.98,481.19,90.97,30
Kurunegala,2022,7,July,550.07,460.73,83.76,31
Kurunegala,2022,8,August,552.32,441.68,79.97,31
Kurunegala,2022,9,September,616.59,578.67,93.85,30
Kurunegala,2022,10,October,495.74,351.23,70.85,31
Kurunegala,2022,11,November,497.81,361.72,72.66,30
Kurunegala,2022,12,December,474.85,349.81,73.67,31
Kurunegala,2023,1,January,601.63,571.57,95.0,31
Kurunegala,2023,2,February,589.95,555.67,94.19,28
Kurunegala,2023,3,March,693.45,693.45,100.0,31
Kurunegala,2023,4,April,645.35,630.47,97.69,30
Kurunegala,2023,5,May,577.22,516.77,89.53,31
Kurunegala,2023,6,June,561.81,546.98,97.36,30
Kurunegala,2023,7,July,560.7,475.11,84.74,31
Kurunegala,2023,8,August,680.48,680.48,100.0,31
Kurunegala,2023,9,September,513.96,417.5,81.23,30
Kurunegala,2023,10,October,525.74,423.26,80.51,31
Kurunegala,2023,11,November,474.75,341.33,71.9,30
Kurunegala,2023,12,December,494.28,329.96,66.76,31
Kurunegala,2024,1,January,575.49,493.29,85.72,31
Kurunegala,2024,2,February,669.48,669.48,100.0,29
Kurunegala,2024,3,March,757.75,757.75,100.0,31
Kurunegala,2024,4,April,681.13,681.13,100.0,30
Kurunegala,2024,5,May,522.51,400.21,76.59,31
Kurunegala,2024,6,June,141.88,130.16,91.74,8
Mannar,2010,1,January,560.48,558.0,99.56,31
Mannar,2010,2,February,600.65,562.2,93.6,28
Mannar,2010,3,March,721.56,721.56,100.0,31
Mannar,2010,4,April,651.48,651.48,100.0,30
Mannar,2010,5,May,623.84,601.74,96.46,31
Mannar,2010,6,June,590.97,566.71,95.89,30
Mannar,2010,7,July,608.86,528.28,86.77,31
Mannar,2010,8,August,583.49,522.04,89.47,31
Mannar,2010,9,September,589.14,524.9,89.1,30
Mannar,2010,10,October,599.64,520.24,86.76,31
Mannar,2010,11,November,426.35,292.44,68.59,30
Mannar,2010,12,December,353.83,208.13,58.82,31
Mannar,2011,1,January,403.26,237.46,58.89,31
Mannar,2011,2,February,456.6,398.39,87.25,28
Mannar,2011,3,March,693.76,693.76,100.0,31
Mannar,2011,4,April,593.72,548.9,92.45,30
Mannar,2011,5,May,718.56,718.56,100.0,31
Mannar,2011,6,June,657.54,643.6,97.88,30
Mannar,2011,7,July,620.76,583.01,93.92,31
Mannar,2011,8,August,630.03,615.47,97.69,31
Mannar,2011,9,September,645.28,645.28,100.0,30
Mannar,2011,10,October,543.46,427.23,78.61,31
Mannar,2011,11,November,448.95,305.3,68.0,30
Mannar,2011,12,December,457.14,241.42,52.81,31
Mannar,2012,1,January,592.04,564.7,95.38,31
Mannar,2012,2,February,572.58,545.46,95.26,29
Mannar,2012,3,March,702.46,702.46,100.0,31
Mannar,2012,4,April,611.65,600.05,98.1,30
Mannar,2012,5,May,734.73,734.73,100.0,31
Mannar,2012,6,June,665.21,665.21,100.0,30
Mannar,2012,7,July,672.57,672.57,100.0,31
Mannar,2012,8,August,671.23,671.23,100.0,31
Mannar,2012,9,September,652.57,625.38,95.83,30
Mannar,2012,10,October,513.02,387.11,75.46,31
Mannar,2012,11,November,497.87,411.76,82.7,30
Mannar,2012,12,December,433.88,218.76,50.42,31
Mannar,2013,1,January,485.15,335.4,69.13,31
Mannar,2013,2,February,530.74,471.25,88.79,28
Mannar,2013,3,March,677.73,670.11,98.88,31
Mannar,2013,4,April,667.29,652.59,97.8,30
Mannar,2013,5,May,664.84,650.16,97.79,31
Mannar,2013,6,June,618.73,592.88,95.82,30
Mannar,2013,7,July,620.25,620.25,100.0,31
Mannar,2013,8,August,650.99,622.71,95.66,31
Mannar,2013,9,September,617.64,581.59,94.16,30
Mannar,2013,10,October,641.82,624.76,97.34,31
Mannar,2013,11,November,491.96,409.16,83.17,30
Mannar,2013,12,December,433.19,235.11,54.27,31
Mannar,2014,1,January,446.17,339.08,76.0,31
Mannar,2014,2,February,592.4,592.4,100.0,28
Mannar,2014,3,March,723.15,723.15,100.0,31
Mannar,2014,4,April,664.67,664.67,100.0,30
Mannar,2014,5,May,641.45,605.58,94.41,31
Mannar,2014,6,June,683.33,683.33,100.0,30
Mannar,2014,7,July,675.52,647.25,95.82,31
Mannar,2014,8,August,641.6,628.05,97.89,31
Mannar,2014,9,September,634.84,607.86,95.75,30
Mannar,2014,10,October,538.71,453.02,84.09,31
Mannar,2014,11,November,368.19,204.22,55.47,30
Mannar,2014,12,December,348.36,134.09,38.49,31
Mannar,2015,1,January,566.04,523.35,92.46,31
Mannar,2015,2,February,531.77,480.22,90.31,28
Mannar,2015,3,March,694.85,694.85,100.0,31
Mannar,2015,4,April,624.23,600.19,96.15,30
Mannar,2015,5,May,594.76,536.09,90.14,31
Mannar,2015,6,June,618.26,589.62,95.37,30
Mannar,2015,7,July,655.43,628.39,95.87,31
Mannar,2015,8,August,688.85,674.82,97.96,31
Mannar,2015,9,September,599.66,532.86,88.86,30
Mannar,2015,10,October,501.04,397.07,79.25,31
Mannar,2015,11,November,408.47,268.39,65.71,30
Mannar,2015,12,December,434.22,213.43,49.15,31
Mannar,2016,1,January,561.08,503.38,89.72,31
Mannar,2016,2,February,599.23,599.23,100.0,29
Mannar,2016,3,March,710.65,710.65,100.0,31
Mannar,2016,4,April,679.17,679.17,100.0,30
Mannar,2016,5,May,569.21,500.27,87.89,31
Mannar,2016,6,June,589.1,524.63,89.06,30
Mannar,2016,7,July,646.18,633.76,98.08,31
Mannar,2016,8,August,677.11,677.11,100.0,31
Mannar,2016,9,September,667.12,667.12,100.0,30
Mannar,2016,10,October,652.48,626.27,95.98,31
Mannar,2016,11,November,472.22,336.14,71.18,30
Mannar,2016,12,December,517.72,473.02,91.37,31
Mannar,2017,1,January,549.08,434.02,79.04,31
Mannar,2017,2,February,614.2,606.06,98.67,28
Mannar,2017,3,March,678.86,665.88,98.09,31
Mannar,2017,4,April,729.22,729.22,100.0,30
Mannar,2017,5,May,657.43,634.15,96.46,31
Mannar,2017,6,June,642.2,642.2,100.0,30
Mannar,2017,7,July,657.83,657.83,100.0,31
Mannar,2017,8,August,622.52,612.41,98.38,31
Mannar,2017,9,September,617.61,592.4,95.92,30
Mannar,2017,10,October,552.54,469.24,84.92,31
Mannar,2017,11,November,447.62,277.69,62.04,30
Mannar,2017,12,December,532.34,457.74,85.99,31
Mannar,2018,1,January,564.23,511.63,90.68,31
Mannar,2018,2,February,591.5,591.5,100.0,28
Mannar,2018,3,March,686.9,672.47,97.9,31
Mannar,2018,4,April,657.67,657.67,100.0,30
Mannar,2018,5,May,576.87,538.67,93.38,31
Mannar,2018,6,June,645.94,645.94,100.0,30
Mannar,2018,7,July,664.59,649.85,97.78,31
Mannar,2018,8,August,666.3,666.3,100.0,31
Mannar,2018,9,September,671.55,671.55,100.0,30
Mannar,2018,10,October,488.68,329.64,67.46,31
Mannar,2018,11,November,439.33,275.57,62.73,30
Mannar,2018,12,December,513.91,418.0,81.34,31
Mannar,2019,1,January,589.74,578.45,98.09,31
Mannar,2019,2,February,574.13,560.84,97.69,28
Mannar,2019,3,March,745.8,745.8,100.0,31
Mannar,2019,4,April,645.2,605.47,93.84,30
Mannar,2019,5,May,714.81,714.81,100.0,31
Mannar,2019,6,June,656.52,656.52,100.0,30
Mannar,2019,7,July,645.23,627.85,97.31,31
Mannar,2019,8,August,627.47,574.79,91.6,31
Mannar,2019,9,September,609.06,585.76,96.17,30
Mannar,2019,10,October,485.78,344.3,70.88,31
Mannar,2019,11,November,518.02,469.81,90.69,30
Mannar,2019,12,December,466.76,308.87,66.17,31
Mannar,2020,1,January,592.68,592.68,100.0,31
Mannar,2020,2,February,631.39,631.39,100.0,29
Mannar,2020,3,March,739.92,739.92,100.0,31
Mannar,2020,4,April,676.31,676.31,100.0,30
Mannar,2020,5,May,636.19,636.19,100.0,31
Mannar,2020,6,June,614.94,601.39,97.8,30
Mannar,2020,7,July,592.8,569.23,96.02,31
Mannar,2020,8,August,670.13,647.87,96.68,31
Mannar,2020,9,September,592.74,570.68,96.28,30
Mannar,2020,10,October,669.02,669.02,100.0,31
Mannar,2020,11,November,458.08,352.5,76.95,30
Mannar,2020,12,December,408.32,254.99,62.45,31
Mannar,2021,1,January,475.99,317.69,66.74,31
Mannar,2021,2,February,611.77,611.77,100.0,28
Mannar,2021,3,March,687.56,687.56,100.0,31
Mannar,2021,4,April,675.98,675.98,100.0,30
Mannar,2021,5,May,604.34,567.5,93.9,31
Mannar,2021,6,June,639.92,615.52,96.19,30
Mannar,2021,7,July,650.15,650.15,100.0,31
Mannar,2021,8,August,653.35,641.39,98.17,31
Mannar,2021,9,September,637.05,624.76,98.07,30
Mannar,2021,10,October,545.0,445.54,81.75,31
Mannar,2021,11,November,435.38,238.03,54.67,30
Mannar,2021,12,December,564.27,481.06,85.25,31
Mannar,2022,1,January,594.3,560.82,94.37,31
Mannar,2022,2,February,590.55,559.76,94.79,28
Mannar,2022,3,March,702.07,687.53,97.93,31
Mannar,2022,4,April,632.04,603.83,95.54,30
Mannar,2022,5,May,694.87,694.87,100.0,31
Mannar,2022,6,June,638.25,627.87,98.37,30
Mannar,2022,7,July,629.24,591.67,94.03,31
Mannar,2022,8,August,645.53,608.48,94.26,31
Mannar,2022,9,September,670.95,650.09,96.89,30
Mannar,2022,10,October,574.15,498.76,86.87,31
Mannar,2022,11,November,519.2,425.82,82.01,30
Mannar,2022,12,December,476.59,407.27,85.46,31
Mannar,2023,1,January,565.44,517.41,91.51,31
Mannar,2023,2,February,594.67,569.89,95.83,28
Mannar,2023,3,March,709.67,709.67,100.0,31
Mannar,2023,4,April,687.53,672.59,97.83,30
Mannar,2023,5,May,634.27,573.74,90.46,31
Mannar,2023,6,June,656.47,649.34,98.91,30
Mannar,2023,7,July,648.84,635.01,97.87,31
Mannar,2023,8,August,747.1,747.1,100.0,31
Mannar,2023,9,September,650.5,650.5,100.0,30
Mannar,2023,10,October,617.32,593.17,96.09,31
Mannar,2023,11,November,455.75,323.61,71.01,30
Mannar,2023,12,December,468.35,329.36,70.32,31
Mannar,2024,1,January,545.71,478.34,87.65,31
Mannar,2024,2,February,640.65,640.65,100.0,29
Mannar,2024,3,March,752.99,752.99,100.0,31
Mannar,2024,4,April,683.73,668.73,97.81,30
Mannar,2024,5,May,589.54,518.9,88.02,31
Mannar,2024,6,June,149.97,135.93,90.64,8
Matale,2010,1,January,542.76,455.56,83.93,31
Matale,2010,2,February,558.59,502.84,90.02,28
Matale,2010,3,March,700.51,700.51,100.0,31
Matale,2010,4,April,609.36,583.0,95.67,30
Matale,2010,5,May,562.49,516.08,91.75,31
Matale,2010,6,June,542.31,487.45,89.88,30
Matale,2010,7,July,565.49,472.33,83.53,31
Matale,2010,8,August,535.58,465.29,86.88,31
Matale,2010,9,September,524.75,436.55,83.19,30
Matale,2010,10,October,539.75,422.03,78.19,31
Matale,2010,11,November,437.13,250.15,57.23,30
Matale,2010,12,December,355.99,215.38,60.5,31
Matale,2011,1,January,368.16,155.09,42.13,31
Matale,2011,2,February,433.45,358.98,82.82,28
Matale,2011,3,March,666.19,637.37,95.67,31
Matale,2011,4,April,601.17,524.29,87.21,30
Matale,2011,5,May,635.19,635.19,100.0,31
Matale,2011,6,June,598.0,598.0,100.0,30
Matale,2011,7,July,580.27,580.27,100.0,31
Matale,2011,8,August,582.56,553.21,94.96,31
Matale,2011,9,September,589.58,561.84,95.29,30
Matale,2011,10,October,543.63,480.97,88.47,31
Matale,2011,11,November,476.83,348.53,73.09,30
Matale,2011,12,December,449.79,309.65,68.84,31
Matale,2012,1,January,584.04,527.39,90.3,31
Matale,2012,2,February,531.18,439.59,82.76,29
Matale,2012,3,March,728.37,728.37,100.0,31
Matale,2012,4,April,593.9,571.78,96.28,30
Matale,2012,5,May,663.92,663.92,100.0,31
Matale,2012,6,June,565.03,535.67,94.8,30
Matale,2012,7,July,613.91,587.48,95.69,31
Matale,2012,8,August,600.05,585.44,97.57,31
Matale,2012,9,September,591.19,577.22,97.64,30
Matale,2012,10,October,510.78,395.26,77.38,31
Matale,2012,11,November,459.97,344.48,74.89,30
Matale,2012,12,December,414.2,206.48,49.85,31
Matale,2013,1,January,481.61,332.11,68.96,31
Matale,2013,2,February,519.58,452.78,87.14,28
Matale,2013,3,March,638.51,619.95,97.09,31
Matale,2013,4,April,649.01,649.01,100.0,30
Matale,2013,5,May,572.74,519.81,90.76,31
Matale,2013,6,June,480.19,336.07,69.99,30
Matale,2013,7,July,565.05,523.92,92.72,31
Matale,2013,8,August,624.5,598.91,95.9,31
Matale,2013,9,September,542.93,445.16,81.99,30
Matale,2013,10,October,572.02,537.47,93.96,31
Matale,2013,11,November,519.59,459.21,88.38,30
Matale,2013,12,December,407.08,207.26,50.91,31
Matale,2014,1,January,465.92,305.9,65.66,31
Matale,2014,2,February,599.37,599.37,100.0,28
Matale,2014,3,March,687.23,673.04,97.94,31
Matale,2014,4,April,647.01,647.01,100.0,30
Matale,2014,5,May,579.98,546.86,94.29,31
Matale,2014,6,June,587.0,559.05,95.24,30
Matale,2014,7,July,606.63,594.14,97.94,31
Matale,2014,8,August,574.47,553.39,96.33,31
Matale,2014,9,September,577.24,562.75,97.49,30
Matale,2014,10,October,513.56,420.41,81.86,31
Matale,2014,11,November,407.29,230.95,56.7,30
Matale,2014,12,December,349.92,179.01,51.16,31
Matale,2015,1,January,575.65,520.71,90.46,31
Matale,2015,2,February,520.73,454.71,87.32,28
Matale,2015,3,March,710.87,700.07,98.48,31
Matale,2015,4,April,625.49,612.43,97.91,30
